City,Property_name,Category,Booking_platform,Check_in_date,Total_successful_bookings,Total_capacity,Occupancy%,column1
Mumbai,Atliq Exotica,Luxury,direct online,19-Jul-22,76680,152883,0.501560016483193,19 Jul 2022
Mumbai,Atliq Exotica,Luxury,logtrip,23-Jul-22,129091,171611,0.7522303348852929,23 Jul 2022
Delhi,Atliq City,Business,direct offline,01-May-22,17640,23940,0.7368421052631579,01 May 2022
Delhi,Atliq City,Business,tripster,06-Jun-22,15980,32300,0.49473684210526314,06 Jun 2022
Delhi,Atliq City,Business,journey,18-Jul-22,11680,27740,0.42105263157894735,18 Jul 2022
Delhi,Atliq City,Business,logtrip,04-Jul-22,26364,48165,0.5473684210526316,04 Jul 2022
Delhi,Atliq City,Business,direct online,27-Jun-22,21840,43225,0.5052631578947369,27 Jun 2022
Delhi,Atliq Blu,Luxury,tripster,01-Jul-22,14674,23287,0.6301369863013698,01 Jul 2022
Delhi,Atliq Blu,Luxury,direct online,12-Jun-22,27755,31171,0.8904109589041096,12 Jun 2022
Delhi,Atliq Blu,Luxury,direct offline,29-Jun-22,9988,16571,0.6027397260273972,29 Jun 2022
Delhi,Atliq Blu,Luxury,direct offline,11-Jun-22,15436,16571,0.9315068493150684,11 Jun 2022
Delhi,Atliq Blu,Luxury,direct offline,18-May-22,8626,16571,0.5205479452054794,18 May 2022
Delhi,Atliq Bay,Luxury,others,15-Jun-22,98100,192276,0.5102040816326531,15 Jun 2022
Delhi,Atliq Bay,Luxury,journey,14-May-22,20232,27538,0.7346938775510204,14 May 2022
Delhi,Atliq Bay,Luxury,direct online,22-May-22,34845,49490,0.7040816326530612,22 May 2022
Delhi,Atliq Palace,Business,makeyourtrip,21-May-22,128128,170352,0.7521367521367521,21 May 2022
Delhi,Atliq Palace,Business,direct online,08-Jul-22,48714,82602,0.5897435897435898,08 Jul 2022
Mumbai,Atliq Grands,Luxury,logtrip,11-May-22,30780,58140,0.5294117647058824,11 May 2022
Mumbai,Atliq Grands,Luxury,tripster,11-Jul-22,20130,37332,0.5392156862745098,11 Jul 2022
Mumbai,Atliq Grands,Luxury,tripster,17-May-22,14640,37332,0.39215686274509803,17 May 2022
Mumbai,Atliq City,Business,direct online,20-Jul-22,28152,75276,0.37398373983739835,20 Jul 2022
Mumbai,Atliq City,Business,journey,07-Jul-22,21700,43050,0.5040650406504065,07 Jul 2022
Mumbai,Atliq Blu,Luxury,direct online,14-May-22,40200,45560,0.8823529411764706,14 May 2022
Mumbai,Atliq Bay,Luxury,others,13-Jul-22,50004,115287,0.43373493975903615,13 Jul 2022
Mumbai,Atliq Bay,Luxury,others,22-Jun-22,41670,115287,0.3614457831325301,22 Jun 2022
Mumbai,Atliq Bay,Luxury,direct online,19-Jul-22,9744,27888,0.3493975903614458,19 Jul 2022
Mumbai,Atliq Bay,Luxury,direct online,24-May-22,12096,27888,0.43373493975903615,24 May 2022
Mumbai,Atliq Palace,Business,others,27-May-22,176528,269984,0.6538461538461539,27 May 2022
Mumbai,Atliq Palace,Business,direct offline,07-Jul-22,21556,32968,0.6538461538461539,07 Jul 2022
Mumbai,Atliq Palace,Business,direct offline,03-Jul-22,31383,32968,0.9519230769230769,03 Jul 2022
Mumbai,Atliq Palace,Business,direct online,18-Jul-22,32725,61880,0.5288461538461539,18 Jul 2022
Mumbai,Atliq Palace,Business,direct online,06-Jul-22,36890,61880,0.5961538461538461,06 Jul 2022
Mumbai,Atliq Palace,Business,direct online,29-Jun-22,40460,61880,0.6538461538461539,29 Jun 2022
Mumbai,Atliq Palace,Business,direct online,27-May-22,40460,61880,0.6538461538461539,27 May 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,24-Jun-22,36582,85358,0.42857142857142855,24 Jun 2022
Hyderabad,Atliq Grands,Luxury,direct offline,04-May-22,11040,20930,0.5274725274725275,04 May 2022
Hyderabad,Atliq Exotica,Luxury,logtrip,17-Jul-22,37824,75648,0.5,17 Jul 2022
Hyderabad,Atliq Exotica,Luxury,tripster,21-Jul-22,16899,50304,0.3359375,21 Jul 2022
Hyderabad,Atliq Exotica,Luxury,tripster,04-Jun-22,25545,50304,0.5078125,04 Jun 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,04-May-22,57750,134400,0.4296875,04 May 2022
Hyderabad,Atliq City,Business,makeyourtrip,26-Jul-22,70119,144207,0.48623853211009177,26 Jul 2022
Hyderabad,Atliq City,Business,logtrip,11-Jun-22,74300,80987,0.9174311926605505,11 Jun 2022
Hyderabad,Atliq City,Business,direct online,15-Jul-22,43736,67144,0.6513761467889908,15 Jul 2022
Hyderabad,Atliq City,Business,tripster,16-May-22,25992,49704,0.5229357798165137,16 May 2022
Hyderabad,Atliq Blu,Luxury,direct online,09-May-22,44298,68694,0.6448598130841121,09 May 2022
Hyderabad,Atliq Blu,Luxury,makeyourtrip,28-Jun-22,85272,138244,0.616822429906542,28 Jun 2022
Hyderabad,Atliq Bay,Luxury,direct offline,19-May-22,24156,47916,0.5041322314049587,19 May 2022
Hyderabad,Atliq Palace,Business,makeyourtrip,25-May-22,46697,92441,0.5051546391752577,25 May 2022
Bangalore,Atliq Grands,Luxury,journey,29-Jul-22,10101,27713,0.3644859813084112,29 Jul 2022
Bangalore,Atliq Grands,Luxury,direct offline,04-Jul-22,9855,23433,0.4205607476635514,04 Jul 2022
Bangalore,Atliq Grands,Luxury,direct offline,06-May-22,9855,23433,0.4205607476635514,06 May 2022
Bangalore,Atliq Exotica,Luxury,others,14-Jul-22,102979,184585,0.5578947368421052,14 Jul 2022
Bangalore,Atliq Exotica,Luxury,journey,31-May-22,11644,26980,0.43157894736842106,31 May 2022
Bangalore,Atliq Exotica,Luxury,tripster,01-Jun-22,14760,34200,0.43157894736842106,01 Jun 2022
Bangalore,Atliq Exotica,Luxury,logtrip,20-Jun-22,21801,48165,0.45263157894736844,20 Jun 2022
Bangalore,Atliq City,Business,others,27-May-22,154980,243540,0.6363636363636364,27 May 2022
Bangalore,Atliq City,Business,direct online,19-Jun-22,47272,61578,0.7676767676767676,19 Jun 2022
Bangalore,Atliq City,Business,logtrip,15-Jul-22,43896,70092,0.6262626262626263,15 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,13-Jul-22,37200,70200,0.5299145299145299,13 Jul 2022
Bangalore,Atliq Blu,Luxury,logtrip,07-Jun-22,35400,70200,0.5042735042735043,07 Jun 2022
Bangalore,Atliq Blu,Luxury,logtrip,05-May-22,33600,70200,0.47863247863247865,05 May 2022
Bangalore,Atliq Blu,Luxury,tripster,06-May-22,26160,51012,0.5128205128205128,06 May 2022
Bangalore,Atliq Bay,Luxury,logtrip,19-May-22,29350,56352,0.5208333333333334,19 May 2022
Bangalore,Atliq Bay,Luxury,direct offline,26-Jun-22,25628,28608,0.8958333333333334,26 Jun 2022
Bangalore,Atliq Palace,Business,makeyourtrip,04-Jul-22,59160,112200,0.5272727272727272,04 Jul 2022
Bangalore,Atliq Palace,Business,tripster,24-May-22,21672,42570,0.509090909090909,24 May 2022
Bangalore,Atliq Palace,Business,tripster,11-May-22,22059,42570,0.5181818181818182,11 May 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,02-May-22,30970,79055,0.3917525773195876,02 May 2022
Mumbai,Atliq Seasons,Business,journey,10-Jun-22,8920,21631,0.41237113402061853,10 Jun 2022
Mumbai,Atliq Seasons,Business,direct offline,05-Jul-22,7920,19206,0.41237113402061853,05 Jul 2022
Mumbai,Atliq Seasons,Business,direct offline,28-May-22,11484,19206,0.5979381443298969,28 May 2022
Mumbai,Atliq Seasons,Business,tripster,27-May-22,11849,28033,0.422680412371134,27 May 2022
Mumbai,Atliq Seasons,Business,tripster,17-May-22,10115,28033,0.36082474226804123,17 May 2022
Mumbai,Atliq Seasons,Business,tripster,04-May-22,12138,28033,0.4329896907216495,04 May 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,23-May-22,20328,32032,0.6346153846153846,23 May 2022
Delhi,Atliq Grands,Luxury,direct offline,17-Jul-22,6105,8580,0.7115384615384616,17 Jul 2022
Mumbai,Atliq Exotica,Luxury,tripster,21-Jul-22,55354,108936,0.5081332158331497,21 Jul 2022
Mumbai,Atliq Exotica,Luxury,direct offline,14-Jun-22,45064,75354,0.5980306287655599,14 Jun 2022
Mumbai,Atliq Exotica,Luxury,others,24-May-22,361894,610212,0.5930627388514156,24 May 2022
Mumbai,Atliq Exotica,Luxury,logtrip,11-May-22,104943,171611,0.6115167442646451,11 May 2022
Delhi,Atliq City,Business,tripster,11-Jul-22,17680,32300,0.5473684210526316,11 Jul 2022
Delhi,Atliq City,Business,logtrip,05-Jun-22,35490,48165,0.7368421052631579,05 Jun 2022
Delhi,Atliq Blu,Luxury,tripster,22-Jul-22,12760,23287,0.547945205479452,22 Jul 2022
Delhi,Atliq Blu,Luxury,tripster,05-Jul-22,14036,23287,0.6027397260273972,05 Jul 2022
Delhi,Atliq Blu,Luxury,others,16-Jul-22,118206,130743,0.9041095890410958,16 Jul 2022
Delhi,Atliq Blu,Luxury,others,12-Jul-22,80595,130743,0.6164383561643836,12 Jul 2022
Delhi,Atliq Blu,Luxury,others,15-May-22,94923,130743,0.726027397260274,15 May 2022
Delhi,Atliq Blu,Luxury,others,09-May-22,82386,130743,0.6301369863013698,09 May 2022
Delhi,Atliq Blu,Luxury,direct online,16-May-22,16226,31171,0.5205479452054794,16 May 2022
Delhi,Atliq Blu,Luxury,journey,21-Jul-22,9766,18761,0.5205479452054794,21 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,27-Jul-22,38294,91532,0.41836734693877553,27 Jul 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,11-Jul-22,47634,91532,0.5204081632653061,11 Jul 2022
Delhi,Atliq Bay,Luxury,journey,03-Jun-22,10959,27538,0.3979591836734694,03 Jun 2022
Delhi,Atliq Bay,Luxury,direct online,18-Jul-22,20705,49490,0.41836734693877553,18 Jul 2022
Delhi,Atliq Bay,Luxury,direct online,12-Jun-22,35855,49490,0.7244897959183674,12 Jun 2022
Delhi,Atliq Palace,Business,makeyourtrip,30-Jul-22,123760,170352,0.7264957264957265,30 Jul 2022
Delhi,Atliq Palace,Business,makeyourtrip,04-May-22,109200,170352,0.6410256410256411,04 May 2022
Mumbai,Atliq Grands,Luxury,others,13-Jul-22,111705,207162,0.5392156862745098,13 Jul 2022
Mumbai,Atliq Grands,Luxury,makeyourtrip,28-Jun-22,57402,108426,0.5294117647058824,28 Jun 2022
Mumbai,Atliq Grands,Luxury,logtrip,29-Jul-22,24510,58140,0.4215686274509804,29 Jul 2022
Mumbai,Atliq Grands,Luxury,journey,22-Jul-22,12080,30804,0.39215686274509803,22 Jul 2022
Mumbai,Atliq Grands,Luxury,tripster,04-Jun-22,22326,37332,0.5980392156862745,04 Jun 2022
Mumbai,Atliq Grands,Luxury,tripster,22-May-22,28182,37332,0.7549019607843137,22 May 2022
Mumbai,Atliq Grands,Luxury,direct online,25-Jun-22,27132,48552,0.5588235294117647,25 Jun 2022
Mumbai,Atliq City,Business,tripster,15-May-22,33774,53259,0.6341463414634146,15 May 2022
Mumbai,Atliq City,Business,direct online,12-Jul-22,36720,75276,0.4878048780487805,12 Jul 2022
Mumbai,Atliq City,Business,direct online,04-Jul-22,37332,75276,0.4959349593495935,04 Jul 2022
Mumbai,Atliq City,Business,direct offline,13-Jun-22,18240,37392,0.4878048780487805,13 Jun 2022
Mumbai,Atliq Blu,Luxury,others,16-Jun-22,112943,181135,0.6235294117647059,16 Jun 2022
Mumbai,Atliq Blu,Luxury,others,10-Jun-22,117205,181135,0.6470588235294118,10 Jun 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,16-Jul-22,82053,86105,0.9529411764705882,16 Jul 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,05-Jul-22,52676,86105,0.611764705882353,05 Jul 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,01-May-22,73949,86105,0.8588235294117647,01 May 2022
Mumbai,Atliq Blu,Luxury,journey,12-Jun-22,25156,28135,0.8941176470588236,12 Jun 2022
Mumbai,Atliq Blu,Luxury,direct online,05-Jun-22,40736,45560,0.8941176470588236,05 Jun 2022
Mumbai,Atliq Blu,Luxury,logtrip,12-Jul-22,29786,47770,0.6235294117647059,12 Jul 2022
Mumbai,Atliq Blu,Luxury,direct offline,01-Jul-22,13364,21845,0.611764705882353,01 Jul 2022
Mumbai,Atliq Blu,Luxury,tripster,28-Jul-22,17650,30005,0.5882352941176471,28 Jul 2022
Mumbai,Atliq Blu,Luxury,tripster,31-May-22,16238,30005,0.5411764705882353,31 May 2022
Mumbai,Atliq Bay,Luxury,direct offline,19-Jul-22,4698,13446,0.3493975903614458,19 Jul 2022
Mumbai,Atliq Bay,Luxury,tripster,07-Jul-22,9361,20999,0.4457831325301205,07 Jul 2022
Mumbai,Atliq Bay,Luxury,logtrip,10-Jul-22,19488,33698,0.5783132530120482,10 Jul 2022
Hyderabad,Atliq Grands,Luxury,others,12-May-22,82984,164164,0.5054945054945055,12 May 2022
Hyderabad,Atliq Grands,Luxury,tripster,06-Jul-22,15484,28756,0.5384615384615384,06 Jul 2022
Hyderabad,Atliq City,Business,direct offline,26-Jun-22,33800,36842,0.9174311926605505,26 Jun 2022
Hyderabad,Atliq Blu,Luxury,direct offline,06-Jun-22,22081,33277,0.6635514018691588,06 Jun 2022
Hyderabad,Atliq Blu,Luxury,journey,18-May-22,20904,43014,0.48598130841121495,18 May 2022
Hyderabad,Atliq Blu,Luxury,journey,03-May-22,25728,43014,0.5981308411214953,03 May 2022
Hyderabad,Atliq Bay,Luxury,tripster,30-Jun-22,41268,65703,0.628099173553719,30 Jun 2022
Hyderabad,Atliq Bay,Luxury,tripster,07-May-22,59187,65703,0.9008264462809917,07 May 2022
Hyderabad,Atliq Bay,Luxury,others,12-Jun-22,333648,360459,0.9256198347107438,12 Jun 2022
Hyderabad,Atliq Bay,Luxury,others,05-May-22,226404,360459,0.628099173553719,05 May 2022
Hyderabad,Atliq Bay,Luxury,logtrip,12-May-22,56721,94017,0.6033057851239669,12 May 2022
Hyderabad,Atliq Bay,Luxury,direct offline,16-Jul-22,43164,47916,0.9008264462809917,16 Jul 2022
Hyderabad,Atliq Bay,Luxury,direct offline,23-May-22,28908,47916,0.6033057851239669,23 May 2022
Hyderabad,Atliq Palace,Business,journey,20-May-22,12464,29488,0.422680412371134,20 May 2022
Hyderabad,Atliq Palace,Business,journey,01-May-22,20672,29488,0.7010309278350515,01 May 2022
Hyderabad,Atliq Palace,Business,direct online,21-May-22,25429,41807,0.6082474226804123,21 May 2022
Hyderabad,Atliq Palace,Business,logtrip,23-Jun-22,20000,48500,0.41237113402061853,23 Jun 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,25-Jun-22,49504,94588,0.5233644859813084,25 Jun 2022
Bangalore,Atliq Grands,Luxury,tripster,14-Jun-22,14535,34561,0.4205607476635514,14 Jun 2022
Bangalore,Atliq Exotica,Luxury,direct online,26-May-22,22050,42750,0.5157894736842106,26 May 2022
Bangalore,Atliq Exotica,Luxury,journey,28-May-22,19596,26980,0.7263157894736842,28 May 2022
Bangalore,Atliq Exotica,Luxury,tripster,22-Jun-22,15120,34200,0.4421052631578947,22 Jun 2022
Bangalore,Atliq Exotica,Luxury,direct offline,25-Jul-22,9160,21755,0.42105263157894735,25 Jul 2022
Bangalore,Atliq City,Business,makeyourtrip,30-May-22,56050,110979,0.5050505050505051,30 May 2022
Bangalore,Atliq City,Business,logtrip,11-Jul-22,45312,70092,0.6464646464646465,11 Jul 2022
Bangalore,Atliq Blu,Luxury,others,25-Jun-22,166779,274833,0.6068376068376068,25 Jun 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,25-Jul-22,59450,114144,0.5208333333333334,25 Jul 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,01-Jul-22,74907,114144,0.65625,01 Jul 2022
Bangalore,Atliq Bay,Luxury,direct offline,03-Jun-22,14006,28608,0.4895833333333333,03 Jun 2022
Bangalore,Atliq Palace,Business,others,01-Jul-22,117780,249150,0.4727272727272727,01 Jul 2022
Bangalore,Atliq Palace,Business,direct online,03-Jun-22,27285,58850,0.4636363636363636,03 Jun 2022
Bangalore,Atliq Palace,Business,journey,13-Jun-22,17976,35310,0.509090909090909,13 Jun 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,19-Jul-22,26080,79055,0.32989690721649484,19 Jul 2022
Mumbai,Atliq Seasons,Business,makeyourtrip,26-May-22,33415,79055,0.422680412371134,26 May 2022
Mumbai,Atliq Seasons,Business,direct offline,12-Jun-22,11484,19206,0.5979381443298969,12 Jun 2022
Delhi,Atliq Grands,Luxury,direct online,01-Jul-22,9424,15808,0.5961538461538461,01 Jul 2022
Delhi,Atliq Grands,Luxury,others,25-Jun-22,49552,67808,0.7307692307692307,25 Jun 2022
Delhi,Atliq Grands,Luxury,others,17-Jun-22,40424,67808,0.5961538461538461,17 Jun 2022
Delhi,Atliq Grands,Luxury,others,13-Jun-22,36512,67808,0.5384615384615384,13 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,12-Jun-22,10763,11908,0.9038461538461539,12 Jun 2022
Delhi,Atliq Grands,Luxury,makeyourtrip,30-May-22,16632,32032,0.5192307692307693,30 May 2022
Delhi,Atliq Grands,Luxury,journey,20-Jun-22,5152,9568,0.5384615384615384,20 Jun 2022
Delhi,Atliq Grands,Luxury,direct offline,05-May-22,5115,8580,0.5961538461538461,05 May 2022
Delhi,Atliq Grands,Luxury,direct offline,04-May-22,5775,8580,0.6730769230769231,04 May 2022
Mumbai,Atliq Exotica,Luxury,others,26-Jun-22,560640,610212,0.918762659534719,26 Jun 2022
Delhi,Atliq City,Business,makeyourtrip,21-Jul-22,39228,88730,0.4421052631578947,21 Jul 2022
Delhi,Atliq City,Business,others,01-Jul-22,87998,181735,0.4842105263157895,01 Jul 2022
Delhi,Atliq Blu,Luxury,others,03-May-22,82386,130743,0.6301369863013698,03 May 2022
Delhi,Atliq Bay,Luxury,tripster,25-May-22,19227,36946,0.5204081632653061,25 May 2022
Delhi,Atliq Bay,Luxury,logtrip,29-Jul-22,23760,52920,0.4489795918367347,29 Jul 2022
Delhi,Atliq Bay,Luxury,logtrip,14-May-22,38880,52920,0.7346938775510204,14 May 2022
Delhi,Atliq Bay,Luxury,logtrip,04-May-22,27540,52920,0.5204081632653061,04 May 2022
Delhi,Atliq Bay,Luxury,makeyourtrip,18-Jun-22,66314,91532,0.7244897959183674,18 Jun 2022
Delhi,Atliq Bay,Luxury,direct online,27-Jun-22,25755,49490,0.5204081632653061,27 Jun 2022
Delhi,Atliq Bay,Luxury,direct online,25-May-22,25755,49490,0.5204081632653061,25 May 2022
Delhi,Atliq Bay,Luxury,direct online,04-May-22,25755,49490,0.5204081632653061,04 May 2022
Delhi,Atliq Palace,Business,tripster,13-May-22,36500,58500,0.6239316239316239,13 May 2022
Mumbai,Atliq Grands,Luxury,direct online,17-Jun-22,24752,48552,0.5098039215686274,17 Jun 2022
Mumbai,Atliq City,Business,direct online,08-Jul-22,36108,75276,0.4796747967479675,08 Jul 2022
Mumbai,Atliq City,Business,makeyourtrip,05-Jun-22,105952,148092,0.7154471544715447,05 Jun 2022
Mumbai,Atliq City,Business,makeyourtrip,22-May-22,109564,148092,0.7398373983739838,22 May 2022
Mumbai,Atliq Blu,Luxury,makeyourtrip,24-Jul-22,60780,86105,0.7058823529411765,24 Jul 2022
Mumbai,Atliq Blu,Luxury,tripster,28-Jun-22,19768,30005,0.6588235294117647,28 Jun 2022
Mumbai,Atliq Bay,Luxury,direct offline,11-May-22,5832,13446,0.43373493975903615,11 May 2022
Mumbai,Atliq Bay,Luxury,direct offline,06-May-22,5184,13446,0.3855421686746988,06 May 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,31-May-22,19952,57104,0.3493975903614458,31 May 2022
Mumbai,Atliq Bay,Luxury,makeyourtrip,30-May-22,20640,57104,0.3614457831325301,30 May 2022
Mumbai,Atliq Palace,Business,journey,22-Jul-22,20564,40352,0.5096153846153846,22 Jul 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,17-Jul-22,51590,85358,0.6043956043956044,17 Jul 2022
Hyderabad,Atliq Grands,Luxury,makeyourtrip,06-May-22,45962,85358,0.5384615384615384,06 May 2022
Hyderabad,Atliq Grands,Luxury,others,10-Jul-22,115456,164164,0.7032967032967034,10 Jul 2022
Hyderabad,Atliq Grands,Luxury,direct offline,17-Jul-22,12650,20930,0.6043956043956044,17 Jul 2022
Hyderabad,Atliq Grands,Luxury,logtrip,18-May-22,17594,42133,0.4175824175824176,18 May 2022
Hyderabad,Atliq Exotica,Luxury,direct offline,11-May-22,15834,34944,0.453125,11 May 2022
Hyderabad,Atliq Exotica,Luxury,journey,09-May-22,16165,39040,0.4140625,09 May 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,14-Jul-22,54600,134400,0.40625,14 Jul 2022
Hyderabad,Atliq Exotica,Luxury,makeyourtrip,15-May-22,69300,134400,0.515625,15 May 2022
Hyderabad,Atliq City,Business,journey,19-Jul-22,20644,43273,0.47706422018348627,19 Jul 2022
Hyderabad,Atliq City,Business,journey,12-Jun-22,37715,43273,0.8715596330275229,12 Jun 2022
Hyderabad,Atliq City,Business,journey,01-May-22,38112,43273,0.8807339449541285,01 May 2022
Hyderabad,Atliq City,Business,direct offline,04-Jun-22,27040,36842,0.7339449541284404,04 Jun 2022
Hyderabad,Atliq Blu,Luxury,direct online,16-Jun-22,44298,68694,0.6448598130841121,16 Jun 2022
Hyderabad,Atliq Blu,Luxury,direct offline,16-Jun-22,21459,33277,0.6448598130841121,16 Jun 2022
Hyderabad,Atliq Bay,Luxury,tripster,06-Jul-22,41268,65703,0.628099173553719,06 Jul 2022
Hyderabad,Atliq Bay,Luxury,journey,04-May-22,32475,52393,0.6198347107438017,04 May 2022
Hyderabad,Atliq Palace,Business,others,27-Jul-22,81385,192545,0.422680412371134,27 Jul 2022
Hyderabad,Atliq Palace,Business,journey,20-Jul-22,12464,29488,0.422680412371134,20 Jul 2022
Hyderabad,Atliq Palace,Business,journey,03-Jun-22,12768,29488,0.4329896907216495,03 Jun 2022
Hyderabad,Atliq Palace,Business,journey,05-May-22,14896,29488,0.5051546391752577,05 May 2022
Hyderabad,Atliq Palace,Business,direct online,13-Jun-22,21119,41807,0.5051546391752577,13 Jun 2022
Hyderabad,Atliq Palace,Business,makeyourtrip,27-Jul-22,39073,92441,0.422680412371134,27 Jul 2022
Hyderabad,Atliq Palace,Business,direct offline,20-May-22,9266,21922,0.422680412371134,20 May 2022
Hyderabad,Atliq Palace,Business,tripster,11-Jul-22,14805,31913,0.4639175257731959,11 Jul 2022
Hyderabad,Atliq Palace,Business,tripster,24-May-22,16779,31913,0.5257731958762887,24 May 2022
Bangalore,Atliq Grands,Luxury,makeyourtrip,23-Jun-22,30056,94588,0.3177570093457944,23 Jun 2022
Bangalore,Atliq Grands,Luxury,direct offline,30-Jul-22,12045,23433,0.514018691588785,30 Jul 2022
Bangalore,Atliq Exotica,Luxury,others,22-Jul-22,81606,184585,0.4421052631578947,22 Jul 2022
Bangalore,Atliq Exotica,Luxury,others,19-Jul-22,81606,184585,0.4421052631578947,19 Jul 2022
Bangalore,Atliq Exotica,Luxury,others,16-May-22,79663,184585,0.43157894736842106,16 May 2022
Bangalore,Atliq Exotica,Luxury,direct offline,19-Jun-22,13282,21755,0.6105263157894737,19 Jun 2022
Bangalore,Atliq Exotica,Luxury,direct offline,02-Jun-22,9160,21755,0.42105263157894735,02 Jun 2022
Bangalore,Atliq City,Business,tripster,06-Jul-22,26970,43065,0.6262626262626263,06 Jul 2022
Bangalore,Atliq City,Business,tripster,20-May-22,22185,43065,0.5151515151515151,20 May 2022
Bangalore,Atliq City,Business,others,29-Jul-22,123000,243540,0.5050505050505051,29 Jul 2022
Bangalore,Atliq City,Business,journey,23-May-22,21056,32571,0.6464646464646465,23 May 2022
Bangalore,Atliq City,Business,makeyourtrip,19-Jul-22,54929,110979,0.494949494949495,19 Jul 2022
Bangalore,Atliq Blu,Luxury,direct offline,08-Jul-22,19712,36036,0.5470085470085471,08 Jul 2022
Bangalore,Atliq Blu,Luxury,tripster,10-May-22,27032,51012,0.5299145299145299,10 May 2022
Bangalore,Atliq Blu,Luxury,direct online,24-Jun-22,30564,66222,0.46153846153846156,24 Jun 2022
Bangalore,Atliq Bay,Luxury,makeyourtrip,27-Jul-22,54694,114144,0.4791666666666667,27 Jul 2022
Bangalore,Atliq Bay,Luxury,direct online,23-Jun-22,28247,57696,0.4895833333333333,23 Jun 2022
Bangalore,Atliq Palace,Business,logtrip,06-Jul-22,34770,67100,0.5181818181818182,06 Jul 2022
Bangalore,Atliq Palace,Business,direct online,16-May-22,24075,58850,0.4090909090909091,16 May 2022
Mumbai,Atliq Seasons,Business,direct offline,27-Jul-22,6930,19206,0.36082474226804123,27 Jul 2022
Mumbai,Atliq Seasons,Business,tripster,16-Jun-22,11849,28033,0.422680412371134,16 Jun 2022
Mumbai,Atliq Seasons,Business,tripster,12-Jun-22,16762,28033,0.5979381443298969,12 Jun 2022
Mumbai,Atliq Seasons,Business,tripster,23-May-22,11849,28033,0.422680412371134,23 May 2022
Delhi,Atliq Grands,Luxury,logtrip,17-Jun-22,10881,18252,0.5961538461538461,17 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,21-Jun-22,5496,11908,0.46153846153846156,21 Jun 2022
Delhi,Atliq Grands,Luxury,tripster,15-Jun-22,7557,11908,0.6346153846153846,15 Jun 2022
Delhi,Atliq Grands,Luxury,journey,03-May-22,6440,9568,0.6730769230769231,03 May 2022
Delhi,Atliq Grands,Luxury,direct offline,14-May-22,7920,8580,0.9230769230769231,14 May 2022
Mumbai,Atliq Exotica,Luxury,direct offline,19-Jul-22,37758,75354,0.5010749263476392,19 Jul 2022
Delhi,Atliq City,Business,direct offline,26-Jul-22,9828,23940,0.4105263157894737,26 Jul 2022
Delhi,Atliq City,Business,journey,27-Jun-22,14016,27740,0.5052631578947369,27 Jun 2022
Delhi,Atliq City,Business,logtrip,23-Jul-22,29406,48165,0.6105263157894737,23 Jul 2022
Delhi,Atliq City,Business,makeyourtrip,22-Jul-22,38294,88730,0.43157894736842106,22 Jul 2022
Delhi,Atliq City,Business,others,19-May-22,72694,181735,0.4,19 May 2022
Delhi,Atliq Blu,Luxury,logtrip,29-Jul-22,20076,34894,0.5753424657534246,29 Jul 2022
Delhi,Atliq Blu,Luxury,logtrip,13-May-22,22944,34894,0.6575342465753424,13 May 2022
Delhi,Atliq Blu,Luxury,makeyourtrip,20-Jul-22,34922,67087,0.5205479452054794,20 Jul 2022
Delhi,Atliq Blu,Luxury,direct online,14-Jul-22,19215,31171,0.6164383561643836,14 Jul 2022
Delhi,Atliq Bay,Luxury,tripster,15-Jul-22,18473,36946,0.5,15 Jul 2022
Delhi,Atliq Bay,Luxury,tripster,13-Jun-22,19227,36946,0.5204081632653061,13 Jun 2022
Delhi,Atliq Bay,Luxury,others,05-Jul-22,100062,192276,0.5204081632653061,05 Jul 2022
Delhi,Atliq Bay,Luxury,journey,12-Jul-22,14050,27538,0.5102040816326531,12 Jul 2022
Delhi,Atliq Bay,Luxury,direct offline,21-May-22,13923,21658,0.6428571428571429,21 May 2022
Delhi,Atliq Palace,Business,others,13-May-22,213087,341523,0.6239316239316239,13 May 2022
Delhi,Atliq Palace,Business,logtrip,15-Jul-22,57232,91728,0.6239316239316239,15 Jul 2022
Delhi,Atliq Palace,Business,journey,24-May-22,32486,51363,0.6324786324786325,24 May 2022
Mumbai,Atliq Grands,Luxury,others,08-Jun-22,109674,207162,0.5294117647058824,08 Jun 2022
